,"Treated P1",,"Treated P2",,"Treated P3",,"Untreated 1",,"Untreated 2",,"Untreated 3"
2925.45,103.64304,2925.45,227.15004,2925.45,63.37749,2925.45,75.24655,2925.45,152.53199,2925.45,61.049
2924.19,112.32673,2924.19,226.96465,2924.19,57.74434,2924.19,73.12744,2924.19,147.94717,2924.19,53.83592
2922.93,121.60194,2922.93,221.72789,2922.93,58.84077,2922.93,78.44036,2922.93,143.6297,2922.93,53.68061
2921.68,128.32318,2921.68,212.63783,2921.68,51.04115,2921.68,79.67691,2921.68,142.14307,2921.68,50.45229
2920.42,124.32626,2920.42,201.48403,2920.42,45.25305,2920.42,80.22643,2920.42,141.38405,2920.42,51.49353
2919.16,136.31169,2919.16,206.03101,2919.16,37.09702,2919.16,83.99415,2919.16,141.84424,2919.16,47.22583
2917.9,141.21619,2917.9,196.90335,2917.9,42.52728,2917.9,89.66518,2917.9,142.12973,2917.9,56.04457
2916.65,145.73941,2916.65,198.88262,2916.65,50.56323,2916.65,92.35514,2916.65,140.94459,2916.65,58.94035
2915.39,149.72903,2915.39,206.76889,2915.39,47.95717,2915.39,93.51379,2915.39,144.18313,2915.39,53.41112
2914.13,149.69403,2914.13,206.01052,2914.13,51.42396,2914.13,95.73785,2914.13,144.95458,2914.13,55.22256
2912.87,142.58808,2912.87,201.75342,2912.87,56.206,2912.87,99.85576,2912.87,141.97063,2912.87,41.91098
2911.61,137.67959,2911.61,207.62999,2911.61,40.73383,2911.61,103.41764,2911.61,141.4877,2911.61,53.39616
2910.35,137.27842,2910.35,217.30041,2910.35,46.94381,2910.35,104.60157,2910.35,143.93395,2910.35,47.20252
2909.09,131.29511,2909.09,223.85692,2909.09,54.38819,2909.09,108.49336,2909.09,152.04993,2909.09,48.67905
2907.83,125.3424,2907.83,227.54874,2907.83,59.22123,2907.83,106.10742,2907.83,155.56914,2907.83,41.23185
2906.57,120.03289,2906.57,231.67424,2906.57,61.92491,2906.57,98.04561,2906.57,163.19121,2906.57,37.62432
2905.31,114.19665,2905.31,227.97004,2905.31,57.92765,2905.31,91.07406,2905.31,168.76698,2905.31,41.53424
2904.05,107.17684,2904.05,232.59152,2904.05,70.21091,2904.05,84.39296,2904.05,159.88458,2904.05,38.90049
2902.79,96.64914,2902.79,231.44528,2902.79,76.80564,2902.79,84.17811,2902.79,159.24011,2902.79,39.2244
2901.53,93.72675,2901.53,231.55286,2901.53,83.59181,2901.53,71.79268,2901.53,154.30412,2901.53,43.75382
2900.27,92.30227,2900.27,230.02194,2900.27,86.02855,2900.27,70.9665,2900.27,154.25959,2900.27,48.56401
2899.01,91.30632,2899.01,234.06207,2899.01,87.91391,2899.01,64.5469,2899.01,155.61146,2899.01,44.97778
2897.75,90.13389,2897.75,229.8441,2897.75,84.49651,2897.75,63.13163,2897.75,155.12603,2897.75,44.03687
2896.48,80.17494,2896.48,223.33221,2896.48,80.77784,2896.48,56.90091,2896.48,156.69905,2896.48,47.13808
2895.22,71.57208,2895.22,218.77213,2895.22,72.58778,2895.22,56.65336,2895.22,154.89937,2895.22,52.9044
2893.96,68.28723,2893.96,218.91101,2893.96,62.39306,2893.96,54.66788,2893.96,147.5046,2893.96,51.85667
2892.7,64.79726,2892.7,206.23989,2892.7,60.60246,2892.7,44.15542,2892.7,143.75826,2892.7,57.01003
2891.43,61.74983,2891.43,206.48284,2891.43,55.84172,2891.43,46.86591,2891.43,130.78953,2891.43,52.06291
2890.17,70.60174,2890.17,197.11401,2890.17,44.80636,2890.17,50.51289,2890.17,131.46315,2890.17,47.75527
2888.91,75.86111,2888.91,186.82151,2888.91,42.08452,2888.91,54.06847,2888.91,122.49015,2888.91,46.95242
2887.65,80.94541,2887.65,192.25123,2887.65,30.21409,2887.65,54.59455,2887.65,113.37732,2887.65,44.8358
2886.38,75.6677,2886.38,195.0201,2886.38,24.78573,2886.38,53.54687,2886.38,101.73792,2886.38,43.74498
2885.12,75.05244,2885.12,192.95823,2885.12,32.65639,2885.12,52.99181,2885.12,102.22086,2885.12,34.43865
2883.85,69.75272,2883.85,191.00228,2883.85,37.99668,2883.85,60.34718,2883.85,104.15613,2883.85,32.26691
2882.59,69.46518,2882.59,187.83736,2882.59,28.4435,2882.59,63.01905,2882.59,106.99027,2882.59,20.74732
2881.33,69.02119,2881.33,183.13567,2881.33,33.5963,2881.33,64.51995,2881.33,97.47853,2881.33,25.16769
2880.06,66.5525,2880.06,173.95537,2880.06,39.00408,2880.06,70.67141,2880.06,84.14976,2880.06,26.13806
2878.8,65.48934,2878.8,178.06742,2878.8,49.7299,2878.8,74.93643,2878.8,75.20504,2878.8,22.14696
2877.53,61.8042,2877.53,176.00462,2877.53,55.00345,2877.53,80.10732,2877.53,81.6239,2877.53,25.7785
2876.27,65.09307,2876.27,177.7408,2876.27,64.18541,2876.27,77.52169,2876.27,91.28186,2876.27,33.27829
2875,56.59235,2875,170.39138,2875,66.48431,2875,88.10981,2875,99.70358,2875,25.04799
2873.74,60.1565,2873.74,177.58095,2873.74,57.46633,2873.74,87.93169,2873.74,96.33019,2873.74,22.48828
2872.47,55.61093,2872.47,169.39779,2872.47,55.57486,2872.47,83.28098,2872.47,95.51651,2872.47,23.76101
2871.2,56.05121,2871.2,174.04581,2871.2,56.45073,2871.2,82.92996,2871.2,101.89346,2871.2,31.83253
2869.94,69.20385,2869.94,176.38566,2869.94,52.3531,2869.94,85.58273,2869.94,110.76296,2869.94,39.50723
2868.67,82.20366,2868.67,188.29941,2868.67,50.77871,2868.67,83.26192,2868.67,126.48231,2868.67,40.84364
2867.4,93.65703,2867.4,194.96345,2867.4,51.68705,2867.4,81.93925,2867.4,144.59876,2867.4,44.06293
2866.14,97.81154,2866.14,197.31701,2866.14,55.12939,2866.14,85.85901,2866.14,154.15285,2866.14,47.81408
2864.87,112.00863,2864.87,205.94647,2864.87,56.26237,2864.87,81.11724,2864.87,165.7153,2864.87,52.23208
2863.6,119.00208,2863.6,204.50948,2863.6,58.39194,2863.6,77.05085,2863.6,172.95413,2863.6,55.0368
2862.34,116.88426,2862.34,203.57308,2862.34,57.20185,2862.34,60.57308,2862.34,172.35306,2862.34,53.77411
2861.07,117.75078,2861.07,197.61099,2861.07,60.15766,2861.07,51.20065,2861.07,176.44605,2861.07,51.80647
2859.8,111.12957,2859.8,194.95391,2859.8,58.0834,2859.8,47.67835,2859.8,179.6973,2859.8,49.96428
2858.53,111.05523,2858.53,193.40212,2858.53,66.27009,2858.53,49.55181,2858.53,181.28168,2858.53,38.54653
2857.26,110.91507,2857.26,192.98085,2857.26,58.43021,2857.26,50.57858,2857.26,175.46948,2857.26,34.05939
2855.99,110.68288,2855.99,192.97559,2855.99,68.94386,2855.99,48.90913,2855.99,167.77701,2855.99,37.9869
2854.73,110.51727,2854.73,181.68762,2854.73,64.69627,2854.73,47.22118,2854.73,160.16417,2854.73,34.10602
2853.46,109.13074,2853.46,182.53247,2853.46,62.75485,2853.46,53.87957,2853.46,154.793,2853.46,28.01177
2852.19,106.68695,2852.19,182.25028,2852.19,60.0852,2852.19,54.85625,2852.19,145.57423,2852.19,28.13298
2850.92,103.18558,2850.92,174.23279,2850.92,63.88801,2850.92,54.9316,2850.92,136.91673,2850.92,22.06848
2849.65,93.4457,2849.65,168.26322,2849.65,51.65953,2849.65,62.79889,2849.65,122.24778,2849.65,12.00813
2848.38,101.49729,2848.38,166.3779,2848.38,36.97036,2848.38,57.74046,2848.38,101.26017,2848.38,13.76517
2847.11,98.47384,2847.11,162.20458,2847.11,38.00121,2847.11,55.62857,2847.11,96.05819,2847.11,12.70506
2845.84,104.83259,2845.84,176.49674,2845.84,31.84429,2845.84,68.08613,2845.84,96.03069,2845.84,20.75406
2844.57,112.13405,2844.57,177.99231,2844.57,33.08035,2844.57,77.19842,2844.57,103.09495,2844.57,29.38388
2843.3,116.34573,2843.3,190.3493,2843.3,38.88127,2843.3,82.48258,2843.3,108.06971,2843.3,33.91804
2842.03,113.1672,2842.03,184.13271,2842.03,42.82787,2842.03,89.53114,2842.03,109.75569,2842.03,35.32932
2840.75,105.78831,2840.75,185.08147,2840.75,45.82026,2840.75,88.06758,2840.75,103.51888,2840.75,38.2538
2839.48,111.46974,2839.48,191.13624,2839.48,49.33598,2839.48,90.44602,2839.48,102.19922,2839.48,45.64333
2838.21,109.09664,2838.21,186.06464,2838.21,58.19533,2838.21,89.75149,2838.21,104.87459,2838.21,44.69583
2836.94,103.35509,2836.94,184.54523,2836.94,52.71772,2836.94,78.7844,2836.94,113.22591,2836.94,55.00651
2835.67,109.65054,2835.67,189.69453,2835.67,52.85676,2835.67,77.82814,2835.67,124.97211,2835.67,60.23603
2834.39,100.18543,2834.39,186.65634,2834.39,50.87367,2834.39,78.8528,2834.39,125.38115,2834.39,57.2063
2833.12,114.22878,2833.12,191.99084,2833.12,58.73448,2833.12,70.83277,2833.12,134.95056,2833.12,52.2582
2831.85,107.8603,2831.85,196.6338,2831.85,49.70906,2831.85,68.09425,2831.85,132.95423,2831.85,52.87865
2830.58,108.02957,2830.58,200.32255,2830.58,56.34551,2830.58,67.60993,2830.58,145.17647,2830.58,54.33834
2829.3,106.4334,2829.3,200.87757,2829.3,56.54714,2829.3,70.86147,2829.3,148.90237,2829.3,51.78627
2828.03,105.10118,2828.03,219.16805,2828.03,60.09417,2828.03,75.16199,2828.03,147.49321,2828.03,50.85522
2826.76,99.34084,2826.76,219.50758,2826.76,54.71724,2826.76,73.93544,2826.76,144.98692,2826.76,51.52977
2825.48,89.88218,2825.48,209.77786,2825.48,52.49985,2825.48,79.51035,2825.48,147.81942,2825.48,48.29393
2824.21,96.22184,2824.21,209.0887,2824.21,49.52399,2824.21,84.70026,2824.21,143.84119,2824.21,50.97965
2822.93,99.86635,2822.93,204.25341,2822.93,44.6476,2822.93,85.23882,2822.93,139.05529,2822.93,51.80414
2821.66,103.92774,2821.66,195.9633,2821.66,47.4219,2821.66,84.86289,2821.66,143.47069,2821.66,54.87445
2820.38,98.71378,2820.38,197.66775,2820.38,49.25097,2820.38,88.79696,2820.38,151.18946,2820.38,55.18364
2819.11,102.28599,2819.11,196.00099,2819.11,58.0695,2819.11,93.90223,2819.11,154.07786,2819.11,50.84283
2817.83,101.70026,2817.83,194.93156,2817.83,66.93714,2817.83,95.09416,2817.83,155.38779,2817.83,41.65959
2816.56,94.52023,2816.56,196.32911,2816.56,68.00977,2816.56,92.57518,2816.56,156.75554,2816.56,40.12427
2815.28,96.83298,2815.28,200.12592,2815.28,76.07168,2815.28,98.58039,2815.28,152.45339,2815.28,45.52943
2814.01,99.87828,2814.01,192.76685,2814.01,75.82459,2814.01,106.13399,2814.01,156.67507,2814.01,55.17258
2812.73,96.74448,2812.73,197.98082,2812.73,73.84503,2812.73,114.52782,2812.73,158.41484,2812.73,56.50456
2811.46,108.27165,2811.46,194.21849,2811.46,66.64241,2811.46,110.48147,2811.46,163.24721,2811.46,65.55761
2810.18,114.23128,2810.18,192.25537,2810.18,70.90602,2810.18,108.70238,2810.18,162.04628,2810.18,70.51095
2808.9,120.95968,2808.9,201.93077,2808.9,79.40366,2808.9,111.08812,2808.9,164.63336,2808.9,69.97401
2807.63,125.45344,2807.63,201.19687,2807.63,82.19137,2807.63,114.08436,2807.63,167.71341,2807.63,61.58017
2806.35,125.2852,2806.35,210.44931,2806.35,83.39566,2806.35,120.07643,2806.35,166.60046,2806.35,63.3757
2805.07,124.24154,2805.07,216.43169,2805.07,94.11953,2805.07,121.19864,2805.07,174.46919,2805.07,64.91445
2803.79,121.10403,2803.79,223.25264,2803.79,94.99893,2803.79,123.62461,2803.79,171.68594,2803.79,70.44367
2802.52,122.88235,2802.52,225.31308,2802.52,92.83275,2802.52,127.09414,2802.52,169.78551,2802.52,75.24301
2801.24,116.75408,2801.24,215.30376,2801.24,91.40219,2801.24,125.66345,2801.24,171.38355,2801.24,71.94487
2799.96,115.67763,2799.96,223.54854,2799.96,101.62024,2799.96,123.38982,2799.96,171.41435,2799.96,70.71991
2798.68,123.15616,2798.68,233.55392,2798.68,107.75083,2798.68,122.63016,2798.68,172.40386,2798.68,74.32032
2797.4,124.67166,2797.4,230.94018,2797.4,107.45775,2797.4,114.31857,2797.4,187.49298,2797.4,69.14575
2796.12,128.00396,2796.12,231.51056,2796.12,109.54195,2796.12,104.75714,2796.12,201.14415,2796.12,74.88008
2794.84,115.01385,2794.84,239.28349,2794.84,114.16888,2794.84,109.32401,2794.84,207.61853,2794.84,75.8822
2793.56,118.42972,2793.56,242.49816,2793.56,111.44281,2793.56,111.13937,2793.56,207.55914,2793.56,81.13501
2792.28,117.83373,2792.28,235.96077,2792.28,121.33991,2792.28,107.72194,2792.28,207.2045,2792.28,85.67469
2791.01,119.45792,2791.01,241.5794,2791.01,125.5351,2791.01,110.22279,2791.01,206.0138,2791.01,95.40428
2789.73,128.18389,2789.73,236.36735,2789.73,124.89454,2789.73,119.68222,2789.73,203.41367,2789.73,98.44053
2788.44,129.34813,2788.44,233.1013,2788.44,118.11805,2788.44,119.86875,2788.44,201.83852,2788.44,105.21298
2787.16,136.33315,2787.16,244.41093,2787.16,123.53657,2787.16,123.35722,2787.16,198.10491,2787.16,106.48577
2785.88,149.32979,2785.88,249.54621,2785.88,122.8869,2785.88,120.94871,2785.88,204.52626,2785.88,111.84261
2784.6,144.64935,2784.6,254.29187,2784.6,132.10058,2784.6,125.23146,2784.6,209.41415,2784.6,121.12934
2783.32,140.21469,2783.32,262.06783,2783.32,140.7617,2783.32,125.79526,2783.32,215.75658,2783.32,129.72356
2782.04,136.57505,2782.04,262.83919,2782.04,133.60223,2782.04,120.26062,2782.04,218.20959,2782.04,134.54877
2780.76,144.39947,2780.76,278.72858,2780.76,129.03371,2780.76,120.43929,2780.76,218.89902,2780.76,146.07382
2779.48,144.61605,2779.48,277.98819,2779.48,123.48342,2779.48,125.8768,2779.48,218.04167,2779.48,152.80683
2778.2,153.63344,2778.2,283.04268,2778.2,123.50186,2778.2,133.27512,2778.2,215.82389,2778.2,152.49243
2776.91,163.63643,2776.91,289.98112,2776.91,117.6645,2776.91,132.09335,2776.91,222.16198,2776.91,163.33637
2775.63,165.0832,2775.63,297.21423,2775.63,119.97126,2775.63,124.44894,2775.63,224.6915,2775.63,163.91823
2774.35,167.56664,2774.35,309.73568,2774.35,130.11782,2774.35,120.3662,2774.35,231.73902,2774.35,165.85014
2773.06,179.22735,2773.06,315.96879,2773.06,124.52181,2773.06,126.2416,2773.06,243.60073,2773.06,167.1109
2771.78,180.18195,2771.78,317.58105,2771.78,124.89171,2771.78,132.29343,2771.78,262.37997,2771.78,168.42452
2770.5,168.47764,2770.5,322.88226,2770.5,134.93569,2770.5,134.83774,2770.5,275.2578,2770.5,172.23892
2769.22,167.30335,2769.22,323.29735,2769.22,152.01303,2769.22,147.192,2769.22,278.66012,2769.22,168.08113
2767.93,175.95081,2767.93,320.958,2767.93,162.66141,2767.93,148.92859,2767.93,276.71197,2767.93,161.55786
2766.65,176.58245,2766.65,324.39662,2766.65,174.84868,2766.65,163.97683,2766.65,272.63005,2766.65,154.41192
2765.36,187.32074,2765.36,337.01747,2765.36,179.64781,2765.36,179.84583,2765.36,276.281,2765.36,142.77181
2764.08,195.10218,2764.08,345.51524,2764.08,179.4027,2764.08,190.16286,2764.08,279.27838,2764.08,132.38364
2762.79,206.73746,2762.79,353.53885,2762.79,188.2523,2762.79,194.15969,2762.79,282.93328,2762.79,131.71405
2761.51,209.86582,2761.51,369.10314,2761.51,198.18525,2761.51,202.27986,2761.51,290.72444,2761.51,127.11316
2760.22,208.86495,2760.22,379.1068,2760.22,202.05698,2760.22,210.74253,2760.22,300.91092,2760.22,130.46381
2758.94,209.86867,2758.94,386.51749,2758.94,208.18597,2758.94,215.49181,2758.94,301.19083,2758.94,137.23603
2757.65,204.24728,2757.65,396.55789,2757.65,203.2907,2757.65,215.99476,2757.65,313.30238,2757.65,149.81712
2756.37,212.196,2756.37,407.74061,2756.37,202.02674,2756.37,224.20895,2756.37,317.36755,2756.37,149.49578
2755.08,222.95813,2755.08,414.78899,2755.08,199.20103,2755.08,233.65416,2755.08,319.1132,2755.08,150.29666
2753.8,235.73339,2753.8,424.20787,2753.8,204.9236,2753.8,241.1485,2753.8,336.26047,2753.8,157.92444
2752.51,243.1964,2752.51,435.1596,2752.51,222.78344,2752.51,241.7475,2752.51,347.98657,2752.51,170.39529
2751.22,244.71613,2751.22,449.36865,2751.22,227.02942,2751.22,240.27632,2751.22,367.05861,2751.22,190.40014
2749.94,242.22116,2749.94,449.14327,2749.94,242.72618,2749.94,244.03146,2749.94,377.56206,2749.94,192.94325
2748.65,234.96243,2748.65,472.0624,2748.65,258.08146,2748.65,247.11478,2748.65,399.34462,2748.65,199.79024
2747.36,239.32434,2747.36,483.56327,2747.36,253.75132,2747.36,255.9179,2747.36,417.06566,2747.36,212.20141
2746.07,237.21833,2746.07,505.46268,2746.07,267.7158,2746.07,259.60369,2746.07,441.91528,2746.07,229.597
2744.79,236.71785,2744.79,522.91451,2744.79,288.6809,2744.79,260.48938,2744.79,455.96743,2744.79,238.15334
2743.5,252.89945,2743.5,542.28967,2743.5,301.66847,2743.5,272.12483,2743.5,469.69648,2743.5,257.53138
2742.21,257.05395,2742.21,559.69166,2742.21,311.32494,2742.21,282.40732,2742.21,473.73084,2742.21,263.46335
2740.92,266.73955,2740.92,585.23936,2740.92,317.5417,2740.92,299.22512,2740.92,491.29548,2740.92,267.25646
2739.63,285.544,2739.63,610.7628,2739.63,333.08841,2739.63,313.69394,2739.63,503.04284,2739.63,272.099
2738.34,293.17602,2738.34,643.6719,2738.34,344.96163,2738.34,325.64743,2738.34,528.1878,2738.34,278.24192
2737.06,302.10909,2737.06,673.47732,2737.06,365.34718,2737.06,335.84525,2737.06,548.55744,2737.06,292.95935
2735.77,301.96115,2735.77,706.46745,2735.77,384.70638,2735.77,349.64513,2735.77,564.58457,2735.77,304.93868
2734.48,308.92016,2734.48,725.57292,2734.48,395.24838,2734.48,364.20244,2734.48,579.15078,2734.48,316.86138
2733.19,314.52225,2733.19,757.58959,2733.19,403.46798,2733.19,377.18221,2733.19,606.41182,2733.19,323.23544
2731.9,314.42927,2731.9,777.48928,2731.9,417.0595,2731.9,395.40074,2731.9,637.96807,2731.9,332.98351
2730.61,326.31117,2730.61,800.9981,2730.61,429.7047,2730.61,405.37923,2730.61,659.34851,2730.61,336.74579
2729.32,335.46777,2729.32,828.14471,2729.32,444.46018,2729.32,413.83588,2729.32,685.3176,2729.32,347.1142
2728.03,348.54498,2728.03,852.26642,2728.03,464.99751,2728.03,426.04395,2728.03,712.02575,2728.03,363.37766
2726.73,356.71352,2726.73,872.28717,2726.73,488.07865,2726.73,436.17115,2726.73,734.326,2726.73,379.29041
2725.44,365.90893,2725.44,902.63005,2725.44,498.00089,2725.44,445.13418,2725.44,768.37486,2725.44,397.15126
2724.15,386.93969,2724.15,923.80026,2724.15,510.47412,2724.15,445.06221,2724.15,782.47276,2724.15,419.51409
2722.86,402.37309,2722.86,961.07091,2722.86,518.90031,2722.86,438.4545,2722.86,809.87562,2722.86,442.45396
2721.57,421.20107,2721.57,973.95137,2721.57,519.04573,2721.57,438.95685,2721.57,828.47474,2721.57,459.40783
2720.28,439.29005,2720.28,1003.90928,2720.28,536.11634,2720.28,438.45931,2720.28,847.16296,2720.28,480.16991
2718.98,451.94133,2718.98,1018.95993,2718.98,546.27673,2718.98,443.77588,2718.98,858.74227,2718.98,492.51342
2717.69,463.66227,2717.69,1041.58128,2717.69,559.31278,2717.69,452.56991,2717.69,876.00149,2717.69,505.92459
2716.4,475.05211,2716.4,1066.98139,2716.4,566.98792,2716.4,457.31222,2716.4,884.52609,2716.4,508.79949
2715.11,492.70086,2715.11,1092.06282,2715.11,578.62344,2715.11,462.81757,2715.11,903.64584,2715.11,509.68787
2713.81,503.10513,2713.81,1118.57942,2713.81,594.80223,2713.81,469.62327,2713.81,903.62299,2713.81,515.97049
2712.52,505.52817,2712.52,1144.72858,2712.52,612.38352,2712.52,471.6084,2712.52,928.8163,2712.52,515.89192
2711.23,504.02578,2711.23,1171.07724,2711.23,638.42608,2711.23,477.0119,2711.23,939.58229,2711.23,524.48021
2709.93,510.59742,2709.93,1197.58425,2709.93,654.77103,2709.93,485.68938,2709.93,945.19909,2709.93,527.8918
2708.64,506.42782,2708.64,1218.12599,2708.64,666.63027,2708.64,486.0739,2708.64,961.97367,2708.64,527.42673
2707.35,499.85484,2707.35,1237.21545,2707.35,684.07261,2707.35,497.78564,2707.35,977.9048,2707.35,525.10817
2706.05,510.49208,2706.05,1243.4385,2706.05,709.92194,2706.05,505.59756,2706.05,981.15239,2706.05,533.91985
2704.76,514.79426,2704.76,1256.60911,2704.76,727.55301,2704.76,499.29719,2704.76,981.81318,2704.76,535.01274
2703.46,518.35302,2703.46,1273.68207,2703.46,758.34425,2703.46,496.90707,2703.46,984.52871,2703.46,537.56225
2702.17,519.4449,2702.17,1278.45977,2702.17,775.11293,2702.17,495.22554,2702.17,989.37105,2702.17,539.01924
2700.87,528.03266,2700.87,1281.47939,2700.87,798.52934,2700.87,499.6817,2700.87,1009.77558,2700.87,543.83297
2699.58,536.57994,2699.58,1285.4901,2699.58,815.21672,2699.58,494.79095,2699.58,1012.12259,2699.58,552.29392
2698.28,541.82323,2698.28,1289.79823,2698.28,824.94387,2698.28,492.83009,2698.28,1005.53918,2698.28,560.20203
2696.98,529.6053,2696.98,1289.20406,2696.98,831.16808,2696.98,489.82178,2696.98,1015.8685,2696.98,564.39454
2695.69,530.32591,2695.69,1282.59919,2695.69,831.15903,2695.69,497.48451,2695.69,1009.71245,2695.69,563.51973
2694.39,535.63733,2694.39,1279.03606,2694.39,827.16159,2694.39,493.74218,2694.39,1009.43175,2694.39,566.32296
2693.09,536.16128,2693.09,1276.76215,2693.09,819.58915,2693.09,494.99549,2693.09,1009.42094,2693.09,561.76135
2691.8,545.68747,2691.8,1278.01578,2691.8,810.59243,2691.8,493.61067,2691.8,1006.24212,2691.8,555.44507
2690.5,558.14334,2690.5,1284.03937,2690.5,789.59611,2690.5,478.78158,2690.5,996.86171,2690.5,550.38545
2689.2,561.90009,2689.2,1281.82004,2689.2,780.16475,2689.2,466.95112,2689.2,988.4894,2689.2,539.78585
2687.91,565.60605,2687.91,1270.99067,2687.91,776.75053,2687.91,453.63134,2687.91,975.18957,2687.91,531.26057
2686.61,568.24697,2686.61,1263.42175,2686.61,777.31927,2686.61,448.66207,2686.61,975.99836,2686.61,530.48413
2685.31,568.15099,2685.31,1258.46538,2685.31,769.13104,2685.31,444.78815,2685.31,959.53924,2685.31,537.51005
2684.01,574.76085,2684.01,1243.50603,2684.01,757.97287,2684.01,432.47337,2684.01,948.52983,2684.01,530.98479
2682.71,570.20668,2682.71,1229.80982,2682.71,750.582,2682.71,425.89527,2682.71,944.51461,2682.71,526.72844
2681.41,571.00187,2681.41,1202.16278,2681.41,746.98205,2681.41,421.22969,2681.41,927.1259,2681.41,522.06366
2680.12,572.94101,2680.12,1180.27266,2680.12,751.45349,2680.12,404.51292,2680.12,911.94812,2680.12,530.84268
2678.82,561.62158,2678.82,1170.49077,2678.82,741.60218,2678.82,389.05872,2678.82,890.9599,2678.82,519.73351
2677.52,548.03361,2677.52,1166.10219,2677.52,741.98583,2677.52,375.46341,2677.52,874.45344,2677.52,508.82485
2676.22,540.70907,2676.22,1135.48862,2676.22,730.97107,2676.22,365.65677,2676.22,863.84174,2676.22,502.38712
2674.92,538.32017,2674.92,1118.30781,2674.92,726.73063,2674.92,355.2098,2674.92,847.15121,2674.92,501.9089
2673.62,525.85163,2673.62,1095.70029,2673.62,713.35651,2673.62,344.00877,2673.62,821.17734,2673.62,496.72401
2672.32,510.11173,2672.32,1074.80214,2672.32,702.52397,2672.32,338.06752,2672.32,807.88048,2672.32,498.01167
2671.02,495.12695,2671.02,1052.9347,2671.02,695.35015,2671.02,326.53349,2671.02,788.78645,2671.02,493.95336
2669.72,491.76779,2669.72,1033.13826,2669.72,677.74528,2669.72,327.11642,2669.72,766.96616,2669.72,480.23008
2668.42,486.16915,2668.42,1012.63533,2668.42,657.60654,2668.42,313.00073,2668.42,743.3075,2668.42,464.23895
2667.11,472.03138,2667.11,998.88221,2667.11,647.35605,2667.11,311.05447,2667.11,722.24766,2667.11,444.96997
2665.81,467.8454,2665.81,977.7986,2665.81,639.49201,2665.81,306.29126,2665.81,702.83535,2665.81,425.01567
2664.51,457.13278,2664.51,954.17273,2664.51,623.96101,2664.51,289.96281,2664.51,685.85181,2664.51,413.66627
2663.21,436.9279,2663.21,922.15683,2663.21,622.64188,2663.21,286.58394,2663.21,677.31244,2663.21,396.25136
2661.91,429.22625,2661.91,886.80279,2661.91,620.65275,2661.91,282.526,2661.91,657.5877,2661.91,382.15362
2660.61,416.14066,2660.61,853.72797,2660.61,610.84878,2660.61,281.34237,2660.61,636.99517,2660.61,373.70355
2659.3,405.68095,2659.3,821.27086,2659.3,591.31566,2659.3,284.78407,2659.3,625.05636,2659.3,356.14243
