,"Treated P1",,"Treated P2",,"Treated P3",,"Untreated 1",,"Untreated 2",,"Untreated 3"
1730.21,-4.88995,1730.21,-14.83631,1730.21,-37.18086,1730.21,7.82417,1730.21,-36.44426,1730.21,-31.31113
1728.74,-13.89309,1728.74,-8.92954,1728.74,-33.9425,1728.74,5.46107,1728.74,-39.84464,1728.74,-31.9556
1727.28,-13.67446,1727.28,-9.5946,1727.28,-37.68981,1727.28,1.58245,1727.28,-36.43677,1727.28,-36.33776
1725.81,-14.19742,1725.81,-7.85536,1725.81,-33.8373,1725.81,-3.40067,1725.81,-37.03726,1725.81,-34.03988
1724.34,-14.14688,1724.34,-4.45357,1724.34,-35.49205,1724.34,-0.35519,1724.34,-41.57849,1724.34,-33.32484
1722.87,-5.63938,1722.87,-0.37928,1722.87,-40.49581,1722.87,-2.6628,1722.87,-37.86931,1722.87,-28.61716
1721.4,-2.74703,1721.4,-1.7404,1721.4,-43.95353,1721.4,-2.15206,1721.4,-40.05411,1721.4,-25.39624
1719.94,-2.25018,1719.94,-3.93133,1719.94,-41.63306,1719.94,4.53335,1719.94,-41.2316,1719.94,-24.42892
1718.47,-2.78301,1718.47,-6.27849,1718.47,-40.46916,1718.47,6.42394,1718.47,-43.65832,1718.47,-17.19033
1717,-4.5974,1717,-7.41878,1717,-39.54912,1717,3.44789,1717,-40.74013,1717,-15.9571
1715.53,-5.903,1715.53,-7.1229,1715.53,-38.78931,1715.53,5.73369,1715.53,-36.59465,1715.53,-10.28287
1714.06,-1.49103,1714.06,-9.1367,1714.06,-37.49214,1714.06,8.23337,1714.06,-33.52148,1714.06,-12.63458
1712.59,1.24863,1712.59,-7.85483,1712.59,-31.57641,1712.59,6.75688,1712.59,-29.82748,1712.59,-13.33406
1711.12,8.78926,1711.12,-12.67492,1711.12,-27.07038,1711.12,0.92548,1711.12,-31.72167,1711.12,-15.62046
1709.65,11.64615,1709.65,-14.92483,1709.65,-21.99001,1709.65,2.90342,1709.65,-30.1456,1709.65,-13.71124
1708.18,17.15108,1708.18,-17.74679,1708.18,-20.46188,1708.18,13.35629,1708.18,-31.09096,1708.18,-14.72786
1706.7,17.7835,1706.7,-21.69498,1706.7,-17.56242,1706.7,18.94696,1706.7,-25.12172,1706.7,-15.7211
1705.23,20.6756,1705.23,-34.07546,1705.23,-14.47249,1705.23,24.44223,1705.23,-16.33448,1705.23,-20.09135
1703.76,15.6719,1703.76,-32.0981,1703.76,-10.56652,1703.76,26.73914,1703.76,-12.62354,1703.76,-26.57322
1702.29,8.02866,1702.29,-29.96574,1702.29,-6.34105,1702.29,26.61734,1702.29,-10.97294,1702.29,-24.37254
1700.82,-3.9445,1700.82,-31.95506,1700.82,-0.70324,1700.82,29.49252,1700.82,-11.61974,1700.82,-25.1766
1699.34,-9.40075,1699.34,-20.92069,1699.34,4.86701,1699.34,26.95371,1699.34,-8.45325,1699.34,-27.57399
1697.87,-12.19269,1697.87,-16.64657,1697.87,9.37562,1697.87,25.96726,1697.87,-2.9976,1697.87,-30.23016
1696.4,-13.54591,1696.4,-12.47731,1696.4,10.47308,1696.4,24.91177,1696.4,-6.78275,1696.4,-31.15437
1694.92,-13.85653,1694.92,-5.05685,1694.92,8.46744,1694.92,26.17349,1694.92,-7.2531,1694.92,-26.84005
1693.45,-11.59807,1693.45,1.20588,1693.45,4.75515,1693.45,22.9297,1693.45,-6.55064,1693.45,-22.35837
1691.98,-17.65859,1691.98,10.40729,1691.98,8.14165,1691.98,20.32756,1691.98,-11.9967,1691.98,-21.68813
1690.5,-14.38175,1690.5,14.09715,1690.5,11.06389,1690.5,21.45237,1690.5,-15.32173,1690.5,-17.64518
1689.03,-15.79459,1689.03,17.78898,1689.03,8.07115,1689.03,19.36027,1689.03,-13.25714,1689.03,-18.54892
1687.55,-14.63608,1687.55,17.58971,1687.55,13.79189,1687.55,16.34261,1687.55,-10.64301,1687.55,-14.00303
1686.08,-15.35857,1686.08,20.92239,1686.08,8.62126,1686.08,21.32226,1686.08,-16.41607,1686.08,-11.62524
1684.6,-7.843,1684.6,23.58536,1684.6,2.81881,1684.6,19.07763,1684.6,-16.77416,1684.6,-13.04807
1683.13,-2.40215,1683.13,24.07276,1683.13,2.58447,1683.13,14.60598,1683.13,-14.60298,1683.13,-9.27015
1681.65,1.16274,1681.65,22.90515,1681.65,-2.83563,1681.65,13.12227,1681.65,-16.78931,1681.65,-9.46077
1680.18,4.3979,1680.18,18.61681,1680.18,-7.48882,1680.18,17.27074,1680.18,-10.82606,1680.18,-6.83287
1678.7,6.54645,1678.7,12.68062,1678.7,-5.23933,1678.7,21.04799,1678.7,-13.15299,1678.7,-5.84153
1677.22,11.19428,1677.22,6.01577,1677.22,-3.70811,1677.22,19.04031,1677.22,-7.6181,1677.22,-3.41175
1675.75,17.43529,1675.75,-2.44843,1675.75,-5.00102,1675.75,20.6992,1675.75,-4.66189,1675.75,0.53224
1674.27,13.55241,1674.27,0.08902,1674.27,-6.25739,1674.27,15.03397,1674.27,1.18016,1674.27,-7.79976
1672.79,11.51211,1672.79,0.65257,1672.79,-3.75238,1672.79,11.91077,1672.79,-3.29565,1672.79,-4.99729
1671.31,10.76566,1671.31,1.73486,1671.31,-0.32618,1671.31,8.90453,1671.31,-2.69806,1671.31,-7.46275
1669.84,3.20247,1669.84,1.51057,1669.84,-4.52357,1669.84,1.69451,1669.84,-3.67398,1669.84,-10.90516
1668.36,3.8775,1668.36,-2.40282,1668.36,0.1205,1668.36,0.08155,1668.36,-0.8906,1668.36,-7.82573
1666.88,0.98617,1666.88,-3.43289,1666.88,-0.4952,1666.88,-0.64117,1666.88,-1.71713,1666.88,-1.70878
1665.4,-2.00012,1665.4,4.53161,1665.4,0.30734,1665.4,0.48273,1665.4,2.10406,1665.4,2.22589
1663.92,-0.00235,1663.92,10.55938,1663.92,1.67767,1663.92,1.81641,1663.92,3.90869,1663.92,6.32224
1662.44,-2.99124,1662.44,20.03871,1662.44,2.59393,1662.44,-1.39357,1662.44,3.32531,1662.44,10.90409
1660.96,2.6223,1660.96,23.91633,1660.96,6.97265,1660.96,1.47653,1660.96,5.01353,1660.96,7.81546
1659.48,-4.568,1659.48,27.26227,1659.48,6.2797,1659.48,3.16276,1659.48,12.96186,1659.48,6.25524
1658,-3.80368,1658,25.19608,1658,11.40757,1658,2.20259,1658,9.53359,1658,7.95213
1656.52,-9.16174,1656.52,37.43953,1656.52,5.37924,1656.52,5.91329,1656.52,11.05739,1656.52,9.7654
1655.04,-6.39364,1655.04,41.64002,1655.04,4.14127,1655.04,10.67105,1655.04,17.06207,1655.04,10.94615
1653.56,-3.88649,1653.56,44.28128,1653.56,1.58516,1653.56,9.36083,1653.56,16.60957,1653.56,11.0886
1652.08,-2.12001,1652.08,43.48336,1652.08,1.89106,1652.08,13.10444,1652.08,18.69019,1652.08,8.17635
1650.6,4.54238,1650.6,42.53296,1650.6,3.64689,1650.6,17.95521,1650.6,22.89704,1650.6,7.37483
1649.12,6.94975,1649.12,38.69918,1649.12,7.97619,1649.12,12.28498,1649.12,14.51916,1649.12,8.40151
1647.64,12.84769,1647.64,39.00895,1647.64,8.97285,1647.64,14.56938,1647.64,16.82918,1647.64,5.57569
1646.15,18.92211,1646.15,35.90099,1646.15,6.69201,1646.15,24.0095,1646.15,18.33844,1646.15,2.38259
1644.67,14.78604,1644.67,39.91452,1644.67,11.25393,1644.67,30.65835,1644.67,21.83526,1644.67,-8.06932
1643.19,18.50571,1643.19,40.52358,1643.19,16.76014,1643.19,29.88548,1643.19,13.68885,1643.19,-4.6514
1641.7,24.11106,1641.7,41.97129,1641.7,13.44503,1641.7,29.81659,1641.7,12.22454,1641.7,-11.2445
1640.22,17.73371,1640.22,45.38172,1640.22,14.92946,1640.22,29.68337,1640.22,15.4347,1640.22,-11.33129
1638.74,23.39454,1638.74,47.58223,1638.74,22.68122,1638.74,33.54103,1638.74,27.03223,1638.74,-6.34699
1637.25,22.33719,1637.25,55.2759,1637.25,22.90186,1637.25,36.64725,1637.25,31.70768,1637.25,-1.2524
1635.77,24.17294,1635.77,63.21486,1635.77,26.07547,1635.77,39.42238,1635.77,42.42825,1635.77,3.57767
1634.29,27.54385,1634.29,74.52644,1634.29,30.83818,1634.29,45.26698,1634.29,44.39274,1634.29,11.89617
1632.8,25.3007,1632.8,86.39025,1632.8,34.97319,1632.8,46.99879,1632.8,47.12594,1632.8,18.63808
1631.32,31.17271,1631.32,94.37985,1631.32,39.88151,1631.32,54.13224,1631.32,53.61067,1631.32,25.11483
1629.83,27.03047,1629.83,99.25113,1629.83,43.26227,1629.83,50.92897,1629.83,62.2076,1629.83,34.22474
1628.34,36.95861,1628.34,108.02009,1628.34,47.94076,1628.34,54.12355,1628.34,69.84568,1628.34,43.9096
1626.86,41.08084,1626.86,122.0877,1626.86,53.69598,1626.86,58.20184,1626.86,82.00261,1626.86,56.04301
1625.37,46.03764,1625.37,132.28727,1625.37,55.28604,1625.37,69.94208,1625.37,86.56951,1625.37,60.6202
1623.89,46.46143,1623.89,144.79999,1623.89,59.35774,1623.89,71.94746,1623.89,93.01693,1623.89,68.47278
1622.4,51.43625,1622.4,154.79646,1622.4,65.65042,1622.4,76.40837,1622.4,102.24759,1622.4,79.89371
1620.91,56.31307,1620.91,175.16023,1620.91,77.29924,1620.91,81.19912,1620.91,112.59922,1620.91,86.17833
1619.43,55.60191,1619.43,190.68396,1619.43,85.7067,1619.43,86.8641,1619.43,117.62215,1619.43,94.82929
1617.94,61.81144,1617.94,212.44759,1617.94,90.87368,1617.94,105.30716,1617.94,132.52933,1617.94,99.22852
1616.45,60.20414,1616.45,230.71135,1616.45,100.56204,1616.45,115.63375,1616.45,143.80007,1616.45,104.36469
1614.96,56.68439,1614.96,252.78824,1614.96,112.87829,1614.96,119.35991,1614.96,153.17952,1614.96,106.2303
1613.48,62.9312,1613.48,269.92237,1613.48,121.20212,1613.48,122.03748,1613.48,173.06899,1613.48,112.61035
1611.99,71.11869,1611.99,296.88928,1611.99,129.11075,1611.99,125.11332,1611.99,200.64826,1611.99,109.3677
1610.5,73.57541,1610.5,325.26478,1610.5,143.23296,1610.5,127.38091,1610.5,228.94474,1610.5,113.66959
1609.01,80.78632,1609.01,347.17274,1609.01,159.75945,1609.01,137.22755,1609.01,252.86319,1609.01,125.52116
1607.52,87.26378,1607.52,367.45698,1607.52,170.3223,1607.52,138.56713,1607.52,271.5928,1607.52,133.20716
1606.03,92.05751,1606.03,383.58846,1606.03,180.06363,1606.03,145.46094,1606.03,291.49842,1606.03,138.42568
1604.54,100.03696,1604.54,399.4739,1604.54,194.79352,1604.54,156.67693,1604.54,305.58595,1604.54,150.31261
1603.05,109.57528,1603.05,413.06407,1603.05,211.73699,1603.05,171.0164,1603.05,327.06012,1603.05,160.95379
1601.56,121.4447,1601.56,421.85404,1601.56,221.14022,1601.56,177.40466,1601.56,343.89637,1601.56,170.1422
1600.07,131.10381,1600.07,433.38745,1600.07,237.60848,1600.07,186.65498,1600.07,366.44522,1600.07,181.25524
1598.58,149.16681,1598.58,454.62811,1598.58,248.33776,1598.58,201.31756,1598.58,387.48945,1598.58,198.71464
1597.09,160.11778,1597.09,477.65912,1597.09,263.48036,1597.09,213.73024,1597.09,412.29745,1597.09,209.54797
1595.6,170.88525,1595.6,509.7066,1595.6,279.20087,1595.6,238.96456,1595.6,438.37943,1595.6,225.01229
1594.1,186.62771,1594.1,552.21695,1594.1,296.84285,1594.1,259.38177,1594.1,471.93931,1594.1,247.70407
1592.61,202.90674,1592.61,601.73159,1592.61,318.39097,1592.61,286.87944,1592.61,510.51317,1592.61,270.619
1591.12,218.75836,1591.12,675.90613,1591.12,342.65336,1591.12,321.46266,1591.12,562.82379,1591.12,294.12696
1589.63,238.35013,1589.63,740.6614,1589.63,371.48454,1589.63,359.07594,1589.63,612.00695,1589.63,324.7731
1588.13,261.6207,1588.13,825.71128,1588.13,402.79897,1588.13,392.9799,1588.13,680.78553,1588.13,363.35802
1586.64,286.03417,1586.64,929.61104,1586.64,440.49437,1586.64,425.09007,1586.64,754.33812,1586.64,402.60471
1585.15,317.76725,1585.15,1055.03155,1585.15,483.5245,1585.15,455.62187,1585.15,844.48939,1585.15,447.4906
1583.65,358.19485,1583.65,1184.57512,1583.65,532.88201,1583.65,490.07062,1583.65,945.40296,1583.65,494.49945
1582.16,405.85876,1582.16,1324.22806,1582.16,591.69309,1582.16,518.44427,1582.16,1055.25763,1582.16,542.95538
1580.67,442.28934,1580.67,1464.15574,1580.67,657.27558,1580.67,546.37801,1580.67,1171.18505,1580.67,600.26898
1579.17,484.07729,1579.17,1586.79975,1579.17,727.80463,1579.17,566.26131,1579.17,1275.90621,1579.17,653.87828
1577.68,530.56927,1577.68,1694.5539,1577.68,799.44712,1577.68,568.07025,1577.68,1376.22411,1577.68,703.34073
1576.18,574.59649,1576.18,1789.64698,1576.18,875.943,1576.18,571.19896,1576.18,1468.05418,1576.18,747.34945
1574.69,619.13248,1574.69,1850.71847,1574.69,946.21882,1574.69,559.94434,1574.69,1532.44999,1574.69,784.3585
1573.19,654.59182,1573.19,1889.24713,1573.19,1018.29812,1573.19,543.16179,1573.19,1578.46173,1573.19,805.19927
1571.7,686.65771,1571.7,1896.64054,1571.7,1080.28314,1571.7,514.98509,1571.7,1597.71494,1571.7,818.41263
1570.2,712.41924,1570.2,1875.2843,1570.2,1127.30537,1570.2,484.05334,1570.2,1601.4388,1570.2,814.03224
1568.7,726.79805,1568.7,1823.46455,1568.7,1151.07718,1568.7,441.49346,1568.7,1574.10286,1568.7,796.39559
1567.21,733.0084,1567.21,1738.81868,1567.21,1163.01467,1567.21,398.28439,1567.21,1525.77829,1567.21,765.05857
1565.71,728.60987,1565.71,1629.66681,1565.71,1157.94612,1565.71,360.36751,1565.71,1451.98885,1565.71,722.00571
1564.21,709.65197,1564.21,1514.62622,1564.21,1132.68215,1564.21,321.14743,1564.21,1359.17279,1564.21,672.4194
1562.72,677.25862,1562.72,1382.12787,1562.72,1088.68062,1562.72,277.56701,1562.72,1248.92802,1562.72,619.78727
1561.22,640.278,1561.22,1243.67932,1561.22,1029.92518,1561.22,239.86194,1561.22,1129.1458,1561.22,563.13538
1559.72,593.30525,1559.72,1095.57935,1559.72,961.76972,1559.72,206.11516,1559.72,999.8854,1559.72,499.19066
1558.22,542.10103,1558.22,964.59645,1558.22,874.66989,1558.22,175.43603,1558.22,880.31516,1558.22,434.13597
1556.72,491.18757,1556.72,846.90046,1556.72,785.31506,1556.72,147.90969,1556.72,757.68483,1556.72,372.02509
1555.22,431.95376,1555.22,735.05621,1555.22,698.43546,1555.22,124.54499,1555.22,655.38135,1555.22,317.91822
1553.72,374.26596,1553.72,632.58578,1553.72,607.77476,1553.72,110.02077,1553.72,559.30448,1553.72,269.81921
1552.23,322.81315,1552.23,549.46082,1552.23,526.49245,1552.23,94.14071,1552.23,485.21411,1552.23,228.72177
1550.73,273.25283,1550.73,483.65239,1550.73,445.22267,1550.73,84.69075,1550.73,416.96548,1550.73,192.26061
1549.23,231.25981,1549.23,418.85796,1549.23,373.24924,1549.23,72.98424,1549.23,354.69638,1549.23,164.67971
1547.73,198.74542,1547.73,371.61703,1547.73,317.71709,1547.73,65.49229,1547.73,303.0342,1547.73,142.57048
1546.23,173.6758,1546.23,338.48882,1546.23,271.33082,1546.23,60.7558,1546.23,269.38278,1546.23,122.42372
1544.72,152.74511,1544.72,299.93029,1544.72,233.72965,1544.72,52.80237,1544.72,231.01099,1544.72,108.03066
1543.22,131.92211,1543.22,271.4089,1543.22,212.63808,1543.22,47.8786,1543.22,206.21911,1543.22,98.25548
1541.72,120.58607,1541.72,244.26006,1541.72,188.81122,1541.72,42.24564,1541.72,183.01167,1541.72,88.46634
1540.22,116.34493,1540.22,218.2651,1540.22,165.27963,1540.22,39.93654,1540.22,169.58026,1540.22,74.43951
1538.72,108.2174,1538.72,196.74228,1538.72,148.30487,1538.72,35.25615,1538.72,154.81535,1538.72,70.08467
1537.22,101.11304,1537.22,180.30361,1537.22,140.29783,1537.22,31.31544,1537.22,141.66462,1537.22,66.82206
1535.71,90.79545,1535.71,166.11225,1535.71,132.67331,1535.71,33.81367,1535.71,126.46421,1535.71,56.35333
1534.21,80.11866,1534.21,158.60678,1534.21,127.8921,1534.21,26.19647,1534.21,116.24641,1534.21,56.05279
1532.71,71.1569,1532.71,142.04083,1532.71,115.18838,1532.71,17.11985,1532.71,107.61953,1532.71,52.94776
1531.21,59.49508,1531.21,125.9719,1531.21,109.69391,1531.21,17.02301,1531.21,99.44537,1531.21,38.82011
1529.7,49.07761,1529.7,108.0986,1529.7,106.60433,1529.7,12.76721,1529.7,97.37204,1529.7,26.78316
1528.2,37.08391,1528.2,94.11122,1528.2,104.20805,1528.2,10.20864,1528.2,90.04094,1528.2,17.46062
1526.69,22.4035,1526.69,80.81006,1526.69,95.57085,1526.69,1.79977,1526.69,82.76219,1526.69,8.00885
1525.19,10.64041,1525.19,69.52756,1525.19,88.26626,1525.19,5.67897,1525.19,81.03617,1525.19,0.016
1523.69,-5.01649,1523.69,61.71352,1523.69,77.97677,1523.69,3.23202,1523.69,74.95403,1523.69,-7.63506
1522.18,-9.4613,1522.18,56.35674,1522.18,73.19285,1522.18,5.5428,1522.18,66.59168,1522.18,-13.2404
1520.68,-15.89455,1520.68,52.42217,1520.68,60.4526,1520.68,9.94397,1520.68,60.97193,1520.68,-18.54528
1519.17,-20.56965,1519.17,50.80611,1519.17,59.08006,1519.17,8.50067,1519.17,57.16253,1519.17,-18.93415
1517.66,-24.38063,1517.66,47.90331,1517.66,55.96021,1517.66,11.19374,1517.66,49.24546,1517.66,-19.04938
1516.16,-23.01829,1516.16,51.05184,1516.16,52.08202,1516.16,12.48817,1516.16,50.1732,1516.16,-13.3015
1514.65,-18.03797,1514.65,47.51703,1514.65,50.51395,1514.65,8.84189,1514.65,42.27805,1514.65,-8.9412
1513.15,-14.25012,1513.15,44.68277,1513.15,40.61757,1513.15,3.55778,1513.15,38.81551,1513.15,-5.41442
1511.64,-8.26705,1511.64,39.00645,1511.64,31.14606,1511.64,1.07358,1511.64,37.95535,1511.64,-5.63396
1510.13,-3.33596,1510.13,39.21368,1510.13,27.39881,1510.13,9.92454,1510.13,41.59652,1510.13,-5.64679
1508.62,-8.29978,1508.62,33.99638,1508.62,23.23444,1508.62,1.32013,1508.62,32.39895,1508.62,0.98731
1507.12,-14.2617,1507.12,30.09012,1507.12,17.85584,1507.12,-3.72334,1507.12,30.06595,1507.12,0.78636
1505.61,-11.78942,1505.61,23.93684,1505.61,20.02757,1505.61,-0.8323,1505.61,25.98001,1505.61,3.12089
1504.1,-8.56119,1504.1,19.01456,1504.1,16.19131,1504.1,-9.99395,1504.1,29.87197,1504.1,5.59801
1502.59,-13.82543,1502.59,10.83892,1502.59,9.44064,1502.59,-13.25182,1502.59,28.06465,1502.59,4.68907
1501.08,-18.78849,1501.08,7.1682,1501.08,8.13949,1501.08,-18.20579,1501.08,29.12224,1501.08,4.11424
1499.57,-19.66339,1499.57,4.88784,1499.57,7.59103,1499.57,-24.34784,1499.57,26.27586,1499.57,6.09897
1498.07,-23.03016,1498.07,6.20018,1498.07,5.81928,1498.07,-20.9129,1498.07,20.24712,1498.07,1.47268
1496.56,-22.80042,1496.56,-0.97095,1496.56,1.55251,1496.56,-19.25467,1496.56,20.27775,1496.56,-2.35332
1495.05,-21.74359,1495.05,-0.40418,1495.05,2.84957,1495.05,-10.80784,1495.05,16.77616,1495.05,1.65614
1493.54,-23.63701,1493.54,-4.31871,1493.54,4.77562,1493.54,-8.23079,1493.54,17.65493,1493.54,1.03469
1492.03,-19.97192,1492.03,4.32886,1492.03,5.45641,1492.03,-6.81375,1492.03,14.9654,1492.03,-0.06815
1490.51,-15.63007,1490.51,10.66845,1490.51,5.84378,1490.51,-6.17,1490.51,12.23026,1490.51,1.48496
1489,-10.3682,1489,14.30363,1489,11.41403,1489,-8.37728,1489,7.78425,1489,3.60603
1487.49,-13.2419,1487.49,8.16801,1487.49,10.53805,1487.49,-4.1737,1487.49,6.85949,1487.49,6.05017
1485.98,-6.83649,1485.98,13.1638,1485.98,12.31582,1485.98,-4.19159,1485.98,3.6468,1485.98,9.73782
1484.47,-1.6588,1484.47,13.14796,1484.47,7.82789,1484.47,-4.9963,1484.47,0.73472,1484.47,7.23008
1482.96,-0.96427,1482.96,8.67925,1482.96,1.88311,1482.96,-8.01849,1482.96,-0.18359,1482.96,4.6892
1481.44,0.82961,1481.44,2.40089,1481.44,0.65419,1481.44,-5.12458,1481.44,1.92201,1481.44,2.9429
1479.93,0.56256,1479.93,1.68587,1479.93,-0.24298,1479.93,2.65423,1479.93,1.34038,1479.93,-0.27611
1478.42,-0.87196,1478.42,-2.52471,1478.42,0.31367,1478.42,-4.61198,1478.42,-2.29923,1478.42,0.22777
1476.91,1.05329,1476.91,-3.31846,1476.91,-2.74856,1476.91,-5.72605,1476.91,2.73537,1476.91,-1.54227
1475.39,3.30942,1475.39,-9.55683,1475.39,1.89306,1475.39,-4.04366,1475.39,3.47415,1475.39,1.05867
1473.88,2.25072,1473.88,-6.06074,1473.88,-5.91169,1473.88,-7.85782,1473.88,9.25352,1473.88,1.75993
1472.36,-2.55902,1472.36,-6.41508,1472.36,-7.20623,1472.36,-8.45246,1472.36,10.12159,1472.36,-0.6812
1470.85,-1.92989,1470.85,-6.02909,1470.85,-10.50861,1470.85,-11.51739,1470.85,14.77908,1470.85,-1.13708
1469.34,-0.8196,1469.34,-4.78077,1469.34,-11.32005,1469.34,-11.54159,1469.34,14.62804,1469.34,-3.1554
1467.82,-3.0065,1467.82,-6.96123,1467.82,-9.20987,1467.82,-6.6789,1467.82,16.90223,1467.82,-8.84239
1466.31,-5.78613,1466.31,-9.32722,1466.31,-3.94648,1466.31,-7.5551,1466.31,17.91708,1466.31,-7.65329
1464.79,-10.79388,1464.79,-7.63391,1464.79,-5.76018,1464.79,-5.64033,1464.79,19.40964,1464.79,-10.14181
1463.28,-10.49851,1463.28,-8.93288,1463.28,-1.69199,1463.28,-8.85227,1463.28,23.07527,1463.28,-13.52833
1461.76,-13.27819,1461.76,-0.36512,1461.76,-3.43456,1461.76,-12.23585,1461.76,19.36489,1461.76,-14.26987
1460.24,-14.24707,1460.24,4.7066,1460.24,2.03269,1460.24,-13.47603,1460.24,12.97488,1460.24,-12.7585
1458.73,-16.75179,1458.73,5.11677,1458.73,4.21109,1458.73,-16.27196,1458.73,16.02117,1458.73,-14.87295
1457.21,-18.95978,1457.21,1.38991,1457.21,1.92509,1457.21,-14.80177,1457.21,13.64373,1457.21,-14.68334
1455.69,-18.3902,1455.69,4.98549,1455.69,-2.79214,1455.69,-16.31171,1455.69,6.6722,1455.69,-13.08988
1454.18,-18.55167,1454.18,5.40374,1454.18,-7.97308,1454.18,-16.25011,1454.18,4.01935,1454.18,-17.82236
1452.66,-15.59953,1452.66,1.21479,1452.66,-2.67024,1452.66,-12.57204,1452.66,1.75242,1452.66,-13.07231
1451.14,-12.7744,1451.14,6.02683,1451.14,0.2979,1451.14,-2.90292,1451.14,3.43471,1451.14,-9.51255
1449.62,-9.71686,1449.62,6.75488,1449.62,-0.05906,1449.62,1.65142,1449.62,-1.35951,1449.62,-11.02823
1448.1,-10.31045,1448.1,9.44788,1448.1,3.71436,1448.1,0.95406,1448.1,-6.59875,1448.1,-8.61351
1446.58,-10.33504,1446.58,7.05199,1446.58,1.44931,1446.58,4.96555,1446.58,-9.84575,1446.58,-13.01982
1445.07,-11.49786,1445.07,6.68421,1445.07,4.67184,1445.07,9.97612,1445.07,-10.58737,1445.07,-8.51729
1443.55,-9.17575,1443.55,9.72479,1443.55,4.11907,1443.55,13.25833,1443.55,-7.3823,1443.55,-7.42293
1442.03,-13.88058,1442.03,13.00086,1442.03,6.97997,1442.03,16.20819,1442.03,-9.86063,1442.03,-2.34915
1440.51,-9.68436,1440.51,7.37068,1440.51,9.24534,1440.51,16.30417,1440.51,-6.62998,1440.51,-1.66122
1438.99,-10.79534,1438.99,6.2542,1438.99,14.94707,1438.99,20.86123,1438.99,-12.55466,1438.99,-4.74237
1437.47,-10.86294,1437.47,7.9136,1437.47,23.55418,1437.47,29.47442,1437.47,-11.24209,1437.47,-12.07402
1435.95,-9.22202,1435.95,9.37798,1435.95,31.64601,1435.95,28.79072,1435.95,-12.6887,1435.95,-11.4417
1434.42,-10.43524,1434.42,11.7817,1434.42,31.55825,1434.42,29.56806,1434.42,-12.65703,1434.42,-10.83532
1432.9,-9.28728,1432.9,11.8166,1432.9,36.52255,1432.9,27.81864,1432.9,-14.95878,1432.9,-4.81481
1431.38,-8.81809,1431.38,13.20798,1431.38,34.672,1431.38,24.84622,1431.38,-17.12828,1431.38,-0.99154
1429.86,-7.4292,1429.86,17.81442,1429.86,40.26809,1429.86,22.18529,1429.86,-9.56215,1429.86,3.5374
1428.34,-4.13604,1428.34,17.37129,1428.34,39.58429,1428.34,19.51492,1428.34,-2.54531,1428.34,4.2517
1426.82,-1.06561,1426.82,18.21876,1426.82,40.12219,1426.82,16.1051,1426.82,-2.6135,1426.82,8.4517
1425.29,-4.37087,1425.29,20.70804,1425.29,35.51461,1425.29,18.16343,1425.29,-2.34787,1425.29,13.2865
1423.77,2.78927,1423.77,24.927,1423.77,37.21998,1423.77,17.8718,1423.77,-1.70017,1423.77,25.67073
1422.25,9.80643,1422.25,30.5994,1422.25,40.55995,1422.25,21.77635,1422.25,1.17283,1422.25,33.17528
1420.72,9.96308,1420.72,40.47531,1420.72,34.78524,1420.72,24.94234,1420.72,1.67163,1420.72,34.04266
1419.2,13.26182,1419.2,44.20131,1419.2,28.98637,1419.2,27.65619,1419.2,-1.61383,1419.2,32.82048
1417.68,11.38605,1417.68,44.24801,1417.68,27.68436,1417.68,27.36948,1417.68,0.50271,1417.68,30.84385
1416.15,12.14066,1416.15,44.27032,1416.15,21.48884,1416.15,29.61825,1416.15,4.31713,1416.15,33.75049
1414.63,13.12966,1414.63,44.5739,1414.63,24.72881,1414.63,32.02831,1414.63,10.04276,1414.63,43.81364
1413.1,8.99327,1413.1,45.68887,1413.1,30.64263,1413.1,31.79218,1413.1,16.99877,1413.1,43.14993
1411.58,10.6786,1411.58,55.14747,1411.58,31.93297,1411.58,38.36777,1411.58,20.72286,1411.58,46.61194
1410.05,14.43461,1410.05,52.55295,1410.05,36.93086,1410.05,47.14365,1410.05,29.98412,1410.05,42.21189
1408.53,11.00719,1408.53,59.13683,1408.53,40.91913,1408.53,55.73668,1408.53,32.23159,1408.53,38.60937
1407,12.16877,1407,65.39095,1407,44.43882,1407,60.15502,1407,41.43633,1407,40.80795
1405.47,11.41352,1405.47,67.76453,1405.47,46.59377,1405.47,60.13489,1405.47,39.14505,1405.47,38.63011
1403.95,14.04756,1403.95,70.5052,1403.95,47.38054,1403.95,63.4046,1403.95,44.93015,1403.95,41.46725
1402.42,13.80496,1402.42,70.16555,1402.42,51.72425,1402.42,69.69285,1402.42,55.44302,1402.42,41.21426
1400.89,20.72156,1400.89,73.19514,1400.89,55.95373,1400.89,69.07539,1400.89,60.8739,1400.89,42.06698
1399.37,22.51734,1399.37,82.9222,1399.37,56.94249,1399.37,73.92748,1399.37,67.07136,1399.37,46.23043
1397.84,25.47955,1397.84,88.58352,1397.84,57.72881,1397.84,78.12348,1397.84,73.30566,1397.84,44.83805
1396.31,29.89788,1396.31,98.63714,1396.31,59.40688,1396.31,80.32946,1396.31,75.73962,1396.31,49.94686
1394.78,35.96659,1394.78,107.12711,1394.78,62.04538,1394.78,82.35631,1394.78,76.94671,1394.78,60.3555
1393.25,48.76161,1393.25,113.8952,1393.25,71.48437,1393.25,81.16464,1393.25,81.29235,1393.25,69.03481
